board_state,score
-10-1110001,-1
-1-111000-1-1,0
1010-11-1-10,1
-111-1-1-1-100,1
-10-11-1-1-110,1
001010-1-11,-1
01-1-1-101-1-1,1
00-1110101,1
-10-11-1-1-101,1
-100-11-101-1,0
-1-1-1-110100,-1
-1011001-10,-1
-1010-10011,1
1001-1-1010,1
100-1-11010,0
1-10010-11-1,1
-1100-11-101,1
011-1-100-11,1
1-100-111-10,0
-101-1-1-10-11,0
010-1-1-1011,1
01000-111-1,-1
-101-1-1-10-1-1,0
10000-111-1,-1
0-1-1010101,-1
-1-11-10-1001,-1
011-11-10-10,1
-1-10-1-1110-1,1
-1-1-11001-1-1,0
001-101-1-1-1,-1
01-1-101-10-1,0
0-10-1-101-11,-1
-111-1-1000-1,-1
01-111-10-10,1
011-1-1-100-1,1
1-101-1-1-10-1,1
0-110-1110-1,-1
00-111-1-1-1-1,1
00-1-111-10-1,-1
0-1-1001-111,1
0-1-1-10-1101,0
0-11100-1-1-1,0
10-1-1-110-10,0
1-110-11-100,1
-1100110-1-1,1
-1-1-11010-10,1
010-1-111-10,1
-1-10-111100,0
1-100110-10,0
110-110-10-1,1
00-1-111-1-1-1,1
-1-1-11-1-1-100,-1
1-10-1110-10,1
1-10-11-10-1-1,1
00-1-1-1-111-1,1
-110-10011-1,1
0-11-110-101,0
1-10001-1-1-1,0
110-1-1-100-1,1
10-1-1-1-1-101,1
11-10010-10,-1
-100110-11-1,1
1-100110-1-1,0
01-1-100101,0
0100-1-1101,0
010-10-1-1-11,0
-1001-1011-1,1
00-1-110101,-1
-10-1-1-1-11-1-1,1
-11-10-11001,1
1-1-1-10-11-10,0
0-1-11-11010,1
01-1-1-11-1-10,1
00-101-11-1-1,-1
0110-1-1100,-1
-10-11-10-1-11,0
0-100-1-1-111,-1
-100110011,1
-100-1-11-1-1-1,1
0110-1-1-101,1
-101-1-11010,1
-11110-10-10,1
10-1-10-1-1-1-1,0
0-1-1101-1-1-1,1
-1-1-1-1-1-1-101,0
010-1100-11,-1
-11010-1-1-1-1,1
0-111-101-10,1
-1-101-1001-1,1
0-10-11-1-11-1,1
11-1-110-100,1
011-110-1-10,-1
0100-111-1-1,0
-1-1100-11-1-1,1
010011-1-1-1,1
-11-1001-1-1-1,1
100-10-1110,-1
00-1-110011,1
1-10-101-1-10,0
100-1-11-1-1-1,1
-1-11-110010,0
-11000-11-11,1
01-1-101-101,0
-1-1-10-10011,1
01-10-1011-1,1
10-1-1-1-1-110,0
1-10101-10-1,1
1-11-1-100-1-1,0
10-111-100-1,1
11-100-1-1-10,-1
10-1-11100-1,1
001-110-11-1,0
1010-10-110,0
1-1-1-100-101,1
1-1-1-10001-1,1
-1-11-1100-10,0
10-1-11001-1,0
-11-10100-11,1
-1-1001011-1,1
1-1-1-101001,1
-1-1110100-1,1
-1-11001-10-1,-1
-1100-10101,0
0-11-1001-11,1
00-1-11-1-1-1-1,0
1-1-100-11-1-1,1
-100-11-1110,1
-10-110-1-1-11,1
0-1110-1-101,1
0-1-1-1-11-101,1
-1001-11001,-1
-11001-1-1-1-1,0
0-11-100-11-1,1
0-1-1-11-1001,0
-1-1-1010101,-1
0101-10-1-11,0
01-1-1-10110,1
-1001-1-1110,1
-1-1-10101-10,-1
-1-1-1100110,1
1-1110-100-1,1
-1-100110-1-1,0
-10-110-1110,1
-1-10-110-1-1-1,0
-1100-11001,1
001-1110-10,-1
1-1000-11-1-1,0
-11000-1-11-1,1
-1-1-100-1110,1
100011-1-10,0
-10-1001-111,-1
-1-1-10-1-1-1-11,1
-101-11-10-1-1,0
10011-10-1-1,-1
-1-11010-110,-1
-11-1-1001-1-1,1
-1-1-101001-1,-1
0-11-1-10-11-1,1
0-1110-101-1,1
0-100-1-111-1,-1
10-11-10-1-10,-1
101100-110,0
10-1011100,0
0-10101-11-1,1
1001-1-1-1-1-1,-1
001-1-1-1-11-1,0
0-1-11-10-1-11,0
11-1-10-1-10-1,0
-10-1101010,1
-11-1-11-1-100,1
1-1-10010-11,1
1000-1-111-1,0
011-1-1-1-1-10,1
-10-1-10-1-111,0
01-1-1-1-1-101,0
-1110-1-1-100,-1
-1-1-1-10-1011,1
1001-1100-1,-1
-100101-1-11,1
010-1-11-10-1,0
-1-111-100-1-1,0
0-11-10-101-1,1
01000-11-11,-1
-10-1-110-101,-1
100-1-1101-1,1
-1-1-1-1-1-1-10-1,0
0-1-110011-1,1
-1011-10010,0
0-101-1-101-1,1
-100-1110-11,1
-10-1-101011,1
0-1-11-1-1-110,1
0-11-1-1001-1,0
100-1-1110-1,1
1-10-101-10-1,1
0-11-11-100-1,1
0-1001-1101,0
-1-11010010,-1
01-111-1-100,1
101-110010,0
-100-1-111-10,0
0-1001110-1,0
1-101-10001,-1
10-1-10011-1,1
01-1-111-100,1
-110001-1-11,1
0-1100-11-1-1,1
-10100-1011,-1
-1100-10-11-1,-1
1-1-101-10-10,0
11-10-1010-1,1
1-110-100-11,1
-1-1111000-1,1
101-1-10-1-1-1,1
001-1110-1-1,1
-11-101-10-10,-1
0-1-100111-1,1
-1110100-10,-1
011-11-1-100,1
1100-1001-1,-1
1-1-1-110-100,1
-1-11100-101,1
00-1-1-11101,1
10-10-110-1-1,-1
1000-101-11,-1
01001-110-1,0
-1-1-11-101-10,1
0-11-101-10-1,-1
01-1100101,0
-1-1110-1-1-10,1
011-100-1-1-1,1
-10-11001-1-1,-1
-101-110-110,0
-1-10110-1-1-1,1
-1-10-1-10-1-11,-1
0-1-10011-11,-1
0-11-110001,0
1-1-10101-10,1
1-10001-110,0
11-1-10010-1,1
-1-11-11000-1,0
1101-1000-1,1
-110-101-10-1,0
0-1-1110001,0
100-1-1-1-110,0
1-1-110100-1,1
0-11-11-1-10-1,1
-1-1-1-110010,-1
01-1011-100,0
110-11-10-10,1
0-111-1-1001,0
1-110-1-1-100,-1
0-100-111-11,1
10-100-1110,0
1-10-1-11-1-10,1
-10-11-101-1-1,1
01-1-110-10-1,0
11000-1101,1
-11001-10-1-1,-1
-1010-1-11-10,-1
-10-10110-1-1,0
1-1-1001010,0
0011-110-1-1,-1
01-1001101,0
1-110010-10,-1
-11-10-1-110-1,0
00-1-11-11-10,-1
1-1100-10-1-1,-1
0-1001-1-111,1
-111-10-100-1,-1
001-1-1-10-11,-1
0-110-1-11-1-1,1
11-100-10-1-1,-1
11-1001001,1
010110-101,0
-1011010-1-1,1
1-10-1-1-10-11,1
-1-1101-1-100,-1
1010-1-1-110,0
00-111-1-101,1
-111-10-1010,1
-1-11-1-1-10-1-1,1
-1-1010-1-1-11,1
-11-110-1-10-1,1
01-10-1-1-1-1-1,1
-11-1001-10-1,-1
-10011-1-1-10,-1
-10-1010-1-11,-1
100100-111,1
-110-1001-11,1
010-110-101,0
1100-1-1001,-1
0-10-11-11-1-1,1
10110-10-10,0
10-10-11-110,0
-1-1-10-11001,-1
0-1-111010-1,1
011-1-10-1-10,-1
100-1-11-110,0
0-1-1-10-1-11-1,1
0-1-1011-110,1
-1-101-110-10,-1
-1-1-1-11-10-10,0
-1010-1011-1,1
-1-1010-1-110,1
0-1-1011-1-1-1,1
01100-1-1-1-1,1
01-1-10-101-1,1
1-1-1010100,-1
-1100-111-10,0
1-1-10-1001-1,-1
01-1001-1-11,1
101-10-101-1,0
-101-1-101-10,-1
-1-101100-11,0
-10-1100-111,0
0-101-11010,-1
0-1-1-11100-1,-1
0101001-11,0
-1-1-101-11-10,0
1-1000-1-111,1
-10-1-10-1-11-1,0
10-1-1-1-1-10-1,-1
-10-1-1-1-101-1,0
01-1100-101,0
00-11-101-11,1
1-10-1-100-11,-1
110-1-10-1-1-1,1
-1-100-1-1011,1
01001-1101,0
-1-1-11-100-11,0
00-1-11-110-1,-1
10-1-110-1-1-1,0
-1010-1-1-1-1-1,-1
-10-1-11-10-11,1
-100110101,1
01001-11-10,-1
10-1-11-1-10-1,-1
1-101-1-100-1,1
10-11010-1-1,1
-11100-1-110,1
101-1010-1-1,1
10-1001-11-1,0
-10-10-1-1101,-1
1-10-1100-1-1,-1
-110-10-1-1-1-1,1
-101-1-101-1-1,1
10-100-111-1,1
00-10-11-11-1,1
0100-10-111,-1
10-111-10-10,1
-11000-1110,1
1-1-1-10-1-101,1
-1001-11-1-1-1,1
0-11-1010-1-1,-1
1-10-101-1-1-1,1
-110-1-10-1-1-1,1
1011-1-10-10,1
001-111-100,-1
0-1-1010110,-1
-1-10101-110,1
101010-1-10,-1
-110-10-1110,1
100-11-101-1,0
-1010-1-10-11,-1
01-100-1-111,1
0-110-10-111,1
00-1-1-1101-1,1
0011-1-11-10,1
-10100-1110,1
-1-10-1-11-1-1-1,1
-1011-1-1010,0
10-1001110,0
0-1-1-11-110-1,0
1100-1-10-11,1
-1-1100-1110,1
1-1-10-10011,1
-1-10101-1-1-1,1
-1-1-1-1-1-101-1,1
-1100-11100,0
01-11-10-110,1
010-1-1-1110,1
-1-101-10101,0
0-1111-10-10,1
-1-1-1-1100-1-1,0
-11100-10-1-1,-1
-1-1-1-101-1-10,1
100-1110-10,-1
1-11-1-10-10-1,-1
-101-101010,0
-1-1-1-10-11-1-1,0
-100-1-1-1-111,1
0-11001-1-1-1,-1
-1-1-11000-11,0
01010-11-1-1,1
0-1-1-110-1-1-1,0
11-110000-1,-1
-1-1-1001-101,-1
-11-1101-100,1
01-10-1-110-1,0
-100-111-10-1,-1
-1-1-10-1-110-1,0
0101100-11,0
-1-1-1-1-100-11,0
1-11-1100-10,1
-100-11101-1,1
-100-1-1-11-1-1,-1
-100-1-1-1-1-11,1
1-10-1-1-101-1,1
-1101-10-1-1-1,1
1-1-1-100110,1
011110-100,1
-11-1-100-1-11,1
-10-101011-1,-1
1-1-1-101-10-1,1
-10-1-101-11-1,1
01-1-1-101-10,1
1-1-100-101-1,1
1-11-10010-1,1
01-1-1001-11,1
-11-1-1000-11,1
-1-1-101-1-110,0
-111-100-1-1-1,1
0-1-11001-11,0
-10-10-1-1-111,1
00110101-1,1
01-1-10-1101,0
001-1-10-11-1,-1
0101-10101,0
1001-11-10-1,1
011-1001-1-1,1
1-10-1-11-10-1,1
0-10-110-11-1,-1
1011-100-10,0
-1101-1-100-1,1
1-1-10-1-1100,-1
-1-11-1010-1-1,1
-110-1-100-11,-1
-11-1-1-10010,-1
010-10-1-11-1,1
11-1-1-10001,-1
1-10-100-11-1,1
1-110-10100,-1
-11-11-10-10-1,1
-1-10-1-10101,-1
10-1-1-1-10-1-1,0
110-1-10-101,1
-1-1-11100-1-1,1
-11-10-10-1-1-1,-1
101-1-10-1-10,-1
1101-1-1-100,1
0-1110010-1,1
0-10-1-1110-1,0
-1011010-10,1
-1001-101-1-1,-1
0-1100110-1,-1
11-10-10-101,1
-110-1-1-1-1-1-1,1
100-1-1-1-101,-1
110-100101,1
00-10-1-11-11,-1
1-1-10-10-1-11,1
11-100-1100,-1
-110-1-1001-1,-1
11-1-100100,-1
-1-1-11-10-10-1,0
0-10-101-1-11,1
-110-101-101,1
0-1-1011-101,1
-10-11-110-10,-1
001110-101,0
-1000111-10,0
-1100-1-10-11,1
-1-10-11-11-10,1
1-110-101-10,1
0-10-1-1-1-111,1
-1-10-11-1-10-1,0
10-1-110-110,1
-1-1-1-101-101,1
-1-1-110-1010,1
-11-1-10-1-101,0
-1-1011010-1,1
-1-1-11-1-1010,1
0-1-101-1110,-1
-10000111-1,-1
-100-101110,0
1-110-1100-1,1
-100011-11-1,1
0010-1-111-1,-1
-11-10-10-11-1,1
-11110-100-1,1
-110001-101,0
10-1-1-1-1-1-1-1,0
-1-101-11-1-10,1
00-101-11-11,1
-1-1-1-101-10-1,1
-100-101-111,1
0-1-1-11001-1,-1
0100-11110,1
01-1-1-10-11-1,1
0-110-1-1-1-11,1
1010100-1-1,-1
-100-111-1-10,-1
-1-1-1101010,1
-111-1000-1-1,-1
-1010-10110,-1
-10001-111-1,1
100-1101-1-1,1
1-10-10-11-1-1,0
00-1-101-111,1
11-101-10-10,1
0-1-1110-1-10,0
0-1-1-1-11010,1
110-1001-1-1,1
-1010-1110-1,1
11-10010-1-1,1
-100-1-11-110,0
-11-1001-101,0
1-1-110-1-1-10,1
01-1011100,0
010-10-11-1-1,0
0-1-11-10101,1
101-110-1-10,0
1-110-1001-1,1
-10-10-11-1-11,1
00100111-1,1
-1-10-11-1-1-10,0
1010-1-1100,-1
-1-1-1-1010-11,1
1-1-11010-10,1
00-11-10110,1
-10-100-1-111,-1
110-1-100-11,1
-1010-10-1-11,-1
0-1-1-1-110-11,1
0-1-111-1001,0
00-110101-1,1
011-1-1100-1,1
-101-1-100-11,0
10-1-1-11-1-10,1
110-10-1-1-1-1,1
-1-11101-100,1
10-101010-1,-1
-1110010-1-1,1
10011-1-1-10,1
-1101-1-1-1-10,1
1100-1-1-101,1
0010-11-110,1
-1-10-10-1110,1
1-1-10-1100-1,-1
01-11-10-1-10,1
10-1-11010-1,-1
-1-110-1-101-1,1
-1011-1-1001,1
-10-10011-11,1
-1-1001-110-1,0
01-10-11-1-10,1
1-1-1001-110,0
0-1011-110-1,1
1011-100-1-1,1
100110-1-1-1,1
-1-1-1101100,1
-10-11-1-1010,0
-10-11011-10,1
00-1011-110,1
-1-101-1-1001,-1
-11-1-100110,1
11-1100-100,-1
01-110-110-1,1
-1-1000-11-11,-1
01-1-1-110-1-1,1
-1-10001-1-11,0
-110101100,1
-11-1001001,-1
1-11-100001,-1
-110-1-10101,0
0-1-1-10-1-111,1
-100101-11-1,1
1000-1-1110,0
-11-11-1-1-100,1
-110-1-1-1-1-10,1
0-11010-1-1-1,-1
0-1-11-101-1-1,1
110-1-1-1-100,1
001100-11-1,0
-11100-10-11,1
-1-1-101-1-1-1-1,0
-110010-1-11,-1
1-11-1010-10,1
0-11-10-1-11-1,1
-1-110100-1-1,-1
1-1-101-1010,0
01-1-1-100-11,0
-1-1-10-11010,0
100-1-11-1-10,-1
1000101-1-1,-1
10-10-10011,-1
100-1-1-11-10,-1
1-10-1-1-110-1,0
1-10-10-1110,1
1-1-1-100-110,1
-10-111-1100,-1
-10-1-1-111-10,1
1000-1-11-11,-1
-1-10-1-10011,-1
01-100-1101,0
-11-11-10010,1
-1-11-101-1-10,1
0100-111-10,0
100-11-10-1-1,-1
11-100-1-10-1,-1
-1000110-11,-1
10-101-1100,-1
1-1-1-1-10010,0
0010-111-1-1,-1
-1-11-1-1-1-1-10,1
-10-11-1-11-10,1
0110-1-1-1-10,1
01-10-1-11-1-1,1
0-1-11010-11,1
010011-10-1,0
-1-1-110-101-1,1
-1-100-1-1-11-1,0
01-11-1-1001,0
10-11-1-1-1-10,1
10001-11-10,0
10-11-1-10-10,1
010-1-10-111,-1
-1-1-110-1-110,1
1010-10-101,-1
-10-1-110-110,0
1-11001010,0
-1-1001-1-110,-1
-1000-1111-1,1
11-1-100-1-1-1,1
-1-11010-1-10,-1
-1-10-1-1011-1,1
-10-10-11-110,0
10-1-1-10-1-11,1
010100-111,1
10-1-100-11-1,0
0110-101-1-1,1
0-1-1-11-1-101,0
1-1-100-1011,1
0-110-1-1-1-1-1,1
-1-10100-11-1,1
-1-1101-1001,1
-110010-101,-1
0-1-1-1-11-110,1
011-1-100-1-1,1
-1100-110-1-1,1
00-1110-101,0
0-10101101,1
0-11-1-1-1-1-10,1
00-1-11011-1,1
0-1-10-1-1-111,1
-1-1001-1110,1
-1-1-1011-10-1,1
11-110-100-1,1
0-110-10101,-1
-1-10-100-111,-1
-10-1-1110-10,-1
001110-110,0
-1101-1100-1,1
-110-10-1-110,1
-1-1-1-1-1-10-11,1
01-1-10110-1,1
0110-1-1-10-1,1
-101-10-10-11,-1
-10-1-1-11-10-1,-1
-1-10-10110-1,0
0-11011-1-10,1
1-111-100-10,1
-1-111-1-100-1,1
1-10-1-110-1-1,1
-100-1-11-11-1,1
0111-10100,1
0-11100-1-11,0
001-1-1-11-1-1,1
0-10-1110-1-1,-1
-1001-1-1-101,1
-110010-1-1-1,-1
11-1-100-10-1,-1
100-1011-1-1,1
-1-10-1-11-1-10,0
1-11-10-1010,0
1-100-110-1-1,0
-110-1-10011,1
-110-1-110-10,1
0101-1100-1,-1
-11001100-1,1
0-111010-1-1,1
0-1-1-1-1-10-11,1
0101001-1-1,0
-101-1-1-1100,-1
0-1-1-101-1-1-1,1
0-1110-1-10-1,1
-1010-1-101-1,0
0-11-1-1-1-1-1-1,1
1001100-1-1,-1
-1001-1-11-1-1,1
-1000-11101,1
-1100110-10,-1
-1-1-1001-11-1,1
-1110-1100-1,1
-1-110-10-110,-1
1-10-1-10101,-1
10-10010-11,-1
-11101-10-10,1
0-1-1-110-11-1,0
1-10-11-10-10,1
-1001-10011,1
110-1-110-10,1
101-1-10-101,1
110001-101,1
10-101-1-110,0
00100-1-111,-1
-1-110-1-11-10,1
110-1-1010-1,1
0-11-100011,0
001-11001-1,0
0-1-1-111-1-10,0
-10010-1-11-1,1
0-111-10010,0
-101110010,0
1001-1-1-101,1
-1100-1110-1,0
10-11-10-110,1
0-1-1-1-1-1101,1
001-1-10110,-1
1011-10001,1
-1-1-110-1-1-1-1,1
01-100-1-11-1,1
-110-11-10-10,-1
01011010-1,1
0-100-11-11-1,1
0-1-1-1-101-11,0
-1-1-11-1-1001,1
-1-1-100101-1,1
-10-1011001,-1
0-101-10011,1
01-1-1-10101,0
00-11-110-1-1,-1
00-1-11-1-101,-1
0-11110-10-1,0
-1010-1-1-1-11,-1
-10-1100011,0
0-1-1110-1-1-1,1
0010-1-1101,-1
-110-10-11-1-1,1
010-10-111-1,1
-111-100-101,1
0-11-1-10110,1
-1-1-1011-100,0
10-10-1-1-1-11,1
-111100100,1
0100011-11,0
1-101-1-10-1-1,1
-11-10-11100,0
-10101001-1,0
-110-1001-1-1,1
011-110001,1
-1-10-1001-11,-1
101-10-1010,0
-10-10-10-111,-1
1-1-1-10-10-1-1,0
1100-11-10-1,1
-1-1-110-110-1,1
-1-11-10-1-110,1
1-1100-1-101,1
0-1-1-11-1-1-1-1,0
00-11-10-1-11,0
1-11-1-10010,0
11001-1-10-1,1
-10-101-10-11,-1
-1-101-1-1100,-1
100-1-10-11-1,-1
-111-10-1-100,-1
10-1-1-1-1010,0
-1-1010110-1,1
-11-1-1001-10,1
100-1-10101,-1
-10-1100-11-1,-1
11-1-1-100-10,-1
-110100-101,0
-110-101100,0
-11101-100-1,1
1-11-10-1-100,-1
00-111-1100,-1
-10101100-1,-1
01-1-10-1-1-11,1
10101-10-1-1,0
01-1-11-1-1-10,0
0-10-11-1110,1
-11-1100100,-1
1010-11100,1
001-1-101-11,-1
-1-11-10-1-10-1,0
101-1-1-1-100,1
-1-101-1-1-10-1,0
1-1-101100-1,1
01-1-1010-11,1
1-10-1-10-1-1-1,1
0-1-10111-10,0
10-11010-10,1
-10011-1-101,1
-1-11-110-100,-1
-11-1100010,1
-10-11-10-1-1-1,0
101-1001-1-1,1
010-1001-11,-1
-1-111-10010,0
-1-11-10-11-10,1
0-1010-1-11-1,1
01-1-101-1-1-1,1
100-11-1-1-10,0
-1-101-11-10-1,1
-1-11-1-1-1-100,1
-10-111-100-1,-1
01-11-10-101,0
010-1-1-1-101,0
1010-110-1-1,0
0-1011-11-10,1
0-1-1-110-101,0
00-11-1011-1,1
0-1-1-1-10-111,1
10001110-1,0
01100-1-101,-1
-10-101-101-1,0
1-10011010,0
-11-101-100-1,1
-1-1-101-1100,-1
0-101-110-11,1
1-10-1-1100-1,1
10-1010-11-1,0
10-1-1011-10,1
0101-1-1-110,1
00110-10-11,-1
0-1-11-1010-1,1
-101-110-101,-1
-1-110-1-10-11,1
-11-1-1-1-100-1,0
11-10-10001,-1
-1-1-1-10-101-1,1
-1-1-1-1-1-1-1-1-1,0
01010-1-11-1,1
0101-1-10-1-1,-1
001-111-1-10,-1
00-11-11-101,1
0-1-10-11110,1
-1101-1-10-1-1,1
01010011-1,1
-1-11-10-1-1-1-1,0
10-1-1101-10,1
0-1-11-11-100,-1
-10-11-1-1001,-1
1000-1-1-111,-1
1-1-1-1-1-10-1-1,1
100-1-1-1-1-11,1
-1-1-101-1-101,0
-1-1-11-1100-1,1
-11-10011-10,1
1100-1-10-1-1,-1
01101-1-100,-1
-1-10-1011-10,0
-110-1-1-1-110,1
-101-1-11-1-10,1
010-1-10-1-11,-1
-1-1001-1101,0
-1-11100-10-1,0
10-11000-11,1
1-1-10-1-11-10,1
0-1-1-1-1-1011,1
-100101110,1
10-11-1-100-1,1
10-10-1011-1,1
-110-1-101-1-1,1
1-1-110-1010,1
-111-100-1-10,-1
-1-11-1-10-101,1
-11-1-1-10-1-10,-1
10-10-11100,0
0101-1001-1,-1
-101-100011,0
1-10101-100,-1
-110100-11-1,1
-1-1011001-1,1
0101-11-100,-1
1010-1100-1,-1
-1-100-11-1-1-1,0
-100-1-11110,1
010-1-101-1-1,0
0-101011-1-1,1
1010011-10,1
-10111-1-100,1
-1111000-1-1,0
-1-11-1001-10,1
1-1-10-11010,0
-1-1-101-1-1-10,0
00-1-11-1110,1
010101-101,1
-101001-1-1-1,-1
-1-10001-111,1
-11-101-1001,1
0-11-110-110,-1
-111-10-1100,1
-10-111-1010,0
0-1-10-1-11-1-1,-1
-10010-11-11,1
0-10001-111,-1
1-10-101-101,1
01-1-10101-1,1
0-11-10-10-11,-1
011-1000-11,0
11-10-1-1010,-1
-1-1-1-1-101-10,1
-1-1-1-10-10-11,0
-110-100101,0
0-11010-101,-1
0100-11101,0
-10-11-10101,1
00-101110-1,-1
-1011-10-101,1
01-100-111-1,1
0-1-10-1-1101,-1
001-1011-1-1,1
00-11-1-101-1,0
0-1-10-1011-1,-1
0-10-1-10-111,-1
101-1-100-11,1
1001-11-100,-1
-10-1110010,0
01110-100-1,0
10-1110-1-10,1
100-111010,0
0-1110-10-11,0
1-111-1000-1,1
011-1-1-1-100,1
1-101-100-1-1,1
-1-11001010,0
-1-1101001-1,1
1-1-10-1-1-110,1
0-10110101,1
00-11-1-110-1,1
-1110010-10,-1
10-10-11001,-1
-11101-1-100,1
-10-1-1-1-1-101,-1
-10-10011-1-1,0
101-100110,1
01011-1001,0
0010-1-11-1-1,-1
0100-1011-1,-1
01-10-1110-1,0
011-10-110-1,1
-10111000-1,0
1-10-10-1-11-1,1
011-1-11-100,1
1-1-100-1-110,0
0-10101-1-11,1
0110-10-1-1-1,1
1-110-1010-1,1
-110-1-10-11-1,1
00-101-1-111,1
-10101-1-1-10,-1
-10-10-11011,1
-10-1-110-1-1-1,0
0-1-1110010,-1
-1001-1-1011,1
0011-10-1-11,0
1011-1000-1,1
-1100-1-1-1-11,1
1-1011-10-10,1
-11-1-110-1-10,1
0011001-1-1,1
-1-1-1-1-110-10,1
001-1-1110-1,1
0111-1000-1,0
0-11-10-11-1-1,1
10-1-110100,-1
0-11100101,1
001-1-10-111,0
-1-10001110,0
011010-10-1,-1
10-11-1-10-1-1,1
11-11-10-100,1
1-11-10-100-1,-1
-11-1-101-1-10,1
-11-1-1-10-1-1-1,1
00110-1-11-1,1
-1-1-1-1-1-1-110,1
010-1-1011-1,1
-110110-10-1,1
1000-1110-1,0
-11-100-1011,1
1-100-1-1011,1
1-10-10-1-1-11,1
0-101-11-110,1
-11010-1-10-1,0
1-1-1001-1-10,0
0011-1100-1,-1
-100-1-11-101,1
-1-1-100-11-11,1
00-1-1111-10,1
001-1-1-101-1,0
1-100-11-1-10,0
001011-110,1
1-10-1-1-1010,1
101-10001-1,0
0-110-1011-1,1
1010-1001-1,0
0-1-111-1100,-1
-110011-1-10,0
01-1-10-1-1-1-1,1
-111010001,1
-1-110-1-1-10-1,-1
10-10-1-1101,1
00-1-1-1-1-11-1,0
0-101-1011-1,1
01-11-100-11,0
-10011-1100,-1
1-1-10010-1-1,-1
11-100-10-11,1
-1-110-100-11,1
10101-1-100,-1
-1-1-1-100110,1
-1-1100-110-1,1
-111-1-10100,-1
0-11-101-1-1-1,1
0-11-1-10-1-11,1
00-1100-111,-1
00-10-11110,1
-110-101-1-10,1
0-1-1-110-1-11,0
1-10-10011-1,1
-11-1-100101,1
10-1010-1-1-1,-1
-1-1-10-10101,-1
0-11-1100-11,1
-1111000-10,-1
-101-1-1-110-1,1
011011-100,1
1-1-1-1100-10,1
0-1-101-1-1-11,1
00-10-1-111-1,-1
0-1-111-100-1,-1
1000011-1-1,0
-10-1-1-1-10-11,0
-110101-100,1
1-100-11-10-1,0
-10-1-100-111,-1
1-1-10-11-10-1,0
-1-1-10-10-111,1
-110011-100,0
0-1011-1-110,1
00-11-10-11-1,0
0-10-11101-1,1
1000-11101,1
01-1-10-1-11-1,1
0011-10-1-1-1,0
10-10-1-11-1-1,1
0-11-100-111,1
10-11-1-1010,1
-1-1-111000-1,0
0-10-11-1-101,0
-1011100-10,0
010-10-1-111,1
0-11-11-1-100,-1
0-1-1-111-100,-1
10-1-1-10-11-1,0
-10-1-11-1-110,1
10-101-101-1,0
-1-11001-110,1
11-10-10010,-1
0011010-1-1,-1
1-10-1-1-1-101,1
01-1-1-1-1-10-1,0
1000-1-1101,-1
1000011-11,1
0-1-11-1-101-1,1
100-10011-1,-1
-10-1-11100-1,-1
10-10-10-11-1,0
0-10-111001,-1
11-101-100-1,1
-1110-1-100-1,-1
010110-10-1,0
011010-1-1-1,1
0-1-11-110-1-1,1
0-10011-101,1
-1-1-10-11-110,1
10-1-10-11-10,-1
-1-11-100110,1
-111-10-1001,-1
1010110-10,1
-1-10-10-11-1-1,0
-1-111010-10,1
0-1-1-1-10011,1
-101-101-1-10,1
011-100011,1
-1-1-101-10-11,1
0-1-1-1-1-1-110,0
-1110-10100,-1
-11-110100-1,1
010-1-11-1-10,-1
01-1-1-1-110-1,0
010-1-1-10-11,1
1-1-1-1-1-1-10-1,1
10-10-11010,0
10-1-1110-10,1
-1-1-1-101001,-1
00-11101-1-1,1
-1110-101-10,1
0-10-11-1011,1
0-1-1-11-101-1,1
0-1011-10-1-1,-1
1-100-11100,0
-110-1100-1-1,-1
11000-1-11-1,1
10-100-1-11-1,0
1-1-10-1010-1,-1
0-1-11-101-10,1
-10-10-1-1110,1
1-11-1000-1-1,-1
11-11000-10,-1
-101101-1-10,1
-11-1-10-10-11,1
110-1-1-1001,1
-1-1-1-1-10011,1
010-1-11-101,1
-1-1-100-1-1-11,0
-1-10-1-1-10-11,1
-101-1-110-10,1
0-1-1100-1-11,0
-1011-1001-1,0
-1-1011-1-100,-1
110-1-10001,-1
01-1-1-11100,1
0-1-11-1001-1,0
10-1-10-1110,0
-1-1100-1-110,1
0-100111-10,0
0-1111000-1,0
101-1-1001-1,0
-110-1011-10,1
-111100-100,-1
-1001-10-1-11,-1
101010-1-1-1,-1
-11-100-11-1-1,1
1-1-110-100-1,1
-1-10-111-100,-1
1-1-1001-101,1
00-1-1-111-1-1,1
-11-10-10011,1
1010-110-10,0
001-1-110-1-1,-1
-1-1-1-11-1001,0
1-10-1-1-1100,-1
-1-11-100011,1
01-1-101001,-1
-10-1011-1-1-1,1
-1-110-1-1-1-10,0
-10-10-1-1-1-11,-1
-11-1-11000-1,0
0-1-1-101-101,-1
00-11-1-1-1-1-1,1
10-1-11-1010,0
0-1-11-10-110,1
-10011-1-1-1-1,1
-11-10-1-1-101,0
-10-11-1-1100,-1
1-1-1-10-1100,-1
10-11-100-1-1,1
1-1-11-1000-1,1
-1011-1-1-1-10,1
1100-10011,1
-1001-1-10-11,1
101-10-10-11,1
-11001-10-11,1
110-10-1-101,1
-11-11-1-100-1,1
0-10-11110-1,1
-1-1011-1-1-10,1
-1-1101100-1,1
1-1010-1-1-10,-1
-1-1-110-11-10,1
11-1-1-10-10-1,1
0-101-1-1-110,1
0-101-1-1110,1
-100-11-11-10,1
-1-1010-1-101,1
-1-100-1-1101,0
1-10-1-1-1001,-1
-1010011-10,1
0110-10101,1
