board_state,score
-1-110-1011-1,-1
-1-11-1-11010,0
0-10011-11-1,1
0-1-10-11101,-1
-1-11-10-10-11,-1
-110001-11-1,0
-100110101,-1
-10-1-101110,0
01100-11-11,-1
11-110-10-1-1,-1
-111-100-101,0
-11-1110-10-1,0
-10-1101-110,0
1010-1011-1,-1
1-11101-100,1
0-1-1-1-11-101,-1
-110010-1-11,-1
01-1-11-1100,-1
1-1001-11-10,0
1000111-10,0
11001-1-10-1,-1
-101-1-10-1-11,-1
1-1-1-10-11-1-1,-1
0-1011-101-1,-1
0-1011-1101,0
010-110-1-11,-1
00-1-1-1-1-111,0
1-10-1110-1-1,-1
011100-1-1-1,0
0-11-10110-1,1
-1-10011101,-1
1-11-1-10-101,-1
-1-11-1-10-1-11,-1
1-1-110-1001,1
01-1-1-101-11,-1
01-11-10-11-1,-1
1-1-1-1010-1-1,1
-101-110-1-1-1,-1
-1101-11010,-1
101-101-1-1-1,0
1-1-10-10101,-1
-110-1-1101-1,-1
01-11-10-110,1
-1-1101-1-101,-1
1-11-1010-1-1,-1
0-11-1-10110,-1
-1-11-1-1-101-1,-1
011-1-1-101-1,0
-11011-1-1-10,-1
1-11010-10-1,-1
-1-11-11-100-1,0
11-11-1-100-1,-1
10-11-1-10-1-1,0
011-1-10-101,0
0-101011-11,0
110-1-1-1010,1
11-1010100,-1
01-10-1-111-1,-1
01-110-1-101,0
0-111-1-110-1,-1
0-1-11-1-1110,1
0-11010-1-11,-1
-11-11-1010-1,-1
0-1-11-11-1-1-1,-1
00-1-111-11-1,-1
-10-1-11-11-10,-1
0-10101-11-1,1
1-1-10-1-1-11-1,-1
-1-10-1-1-1011,1
010-1110-11,-1
-10-1-111100,-1
011-1-101-1-1,-1
01-1-1-1-1-1-11,-1
0101-11100,-1
-1011-100-11,0
10-10-11011,-1
101-10-11-1-1,0
0-11-111-10-1,-1
0-11-11001-1,0
-110-1-1-101-1,-1
01-100-11-11,-1
10-11-1-10-11,-1
11-1-101010,-1
01-1-1-11-1-1-1,-1
-1-11101010,0
-101-1-1-11-1-1,-1
0101-10-111,-1
011-1-10110,-1
10-101-110-1,-1
011-1-11-100,1
-1-110-1101-1,-1
0-1010-11-11,0
-1-11010-110,-1
-1-101-1-1-11-1,-1
0-1-1-11110-1,-1
0-1-1-11-110-1,-1
01-1-10011-1,1
01-1-1-1-1-101,0
-1-101-1-1011,-1
-11-100110-1,-1
1-10-1-11-110,-1
-100101-1-11,1
-101-1-101-11,-1
11-1-1-10100,-1
-1-1001-111-1,-1
-11-10-1-10-11,1
110-1001-1-1,1
0-10-11-1101,0
11-101100-1,-1
01-1-11-11-10,-1
-11110-1-1-10,-1
-1011-1001-1,0
11-10-1-1-101,-1
1-10010-11-1,-1
1011-1-100-1,1
0101-11-1-10,-1
-111-1-101-10,-1
1-1-10101-10,-1
-111-101100,-1
-100-11-11-11,-1
-1-10011-1-1-1,0
01-101-110-1,-1
-11100-1101,-1
0111-1-1010,-1
-1001-1-1-111,-1
1011-10010,0
-1-1-11-11001,-1
-1-11-10-1-11-1,0
011-101-1-1-1,-1
-1101-10-1-11,-1
-10-1-11101-1,-1
-10110-11-1-1,-1
0-1-100111-1,-1
-11-1110100,-1
-1-10-1111-10,-1
0110-11-110,1
0-11-1-101-1-1,-1
-1-1-110-1110,-1
-101-101-11-1,-1
-1-1010-11-11,-1
0-111-1001-1,0
0-1001111-1,-1
110-1-1-110-1,-1
-101-110-101,-1
0-11-110011,0
-11-10-11-101,-1
-101110-1-10,-1
0-1-1-11-1101,-1
0-1100111-1,-1
0-10-1-1-1-111,1
11-1-10-1-101,-1
-1-1010-1-1-11,1
0-1-1-11011-1,-1
-1-1-11-11100,-1
1-1000-1-111,1
1-1-1110-100,1
0-10011-1-11,1
-1-1-101-1-1-11,-1
001-1-11-110,-1
0-111-1-1001,-1
1-110-1-1010,-1
-1-10-10-1-111,-1
-1-1-11-1-1-1-1-1,-1
1-1-1001-11-1,-1
-101-101-110,0
-1101-1-110-1,-1
101-1-1-1100,-1
11-1-1100-10,1
0101-110-11,-1
10111000-1,-1
-1-11-10011-1,-1
-1-111-1-1010,-1
-110-1-10-11-1,1
01101-1-1-10,-1
101-10-10-11,0
01-11-10-101,0
-11-10-1-1011,1
1-10-1011-10,-1
001-1-11110,-1
11000-1-1-11,1
1001-110-11,-1
010011-101,0
-1-10-1011-1-1,0
1-1-1011-10-1,-1
0-1101-1-11-1,-1
-101010-11-1,-1
-1110-1-1-1-10,-1
-110-1110-10,-1
-1-1-1101010,1
-1-11011-100,-1
1-1-1101010,0
-1-1-1-1-1-110-1,-1
00-1-11-1101,-1
1-1-11-1-1001,-1
1011-1-10-10,0
-101100-111,-1
100-11-101-1,-1
10101-1-10-1,-1
11000-111-1,0
010-1-1-1-1-11,0
110-100-111,1
1-11011-100,-1
-11-11-10-1-1-1,-1
0-10-111101,0
10-1-1-1101-1,-1
-1-1101-10-11,-1
0010-1111-1,-1
-1-1-110-11-10,-1
-100-111-101,-1
0-1-1-111100,-1
1001-1-101-1,-1
110001-1-1-1,0
10100-111-1,0
1-11-101-1-10,-1
01-1-1-1-11-10,-1
-10-111001-1,0
0-11110010,-1
-11-1-10-1101,0
-1-10-1-11011,1
0-11-10-111-1,-1
1-1-10-1101-1,-1
-1010-10-111,-1
11-1010-10-1,-1
0-1-1011-11-1,-1
1-11-100011,0
-1-1111000-1,0
10-101-101-1,-1
1-101-1-1-101,-1
-1-11110-100,-1
-1-1-1-1-1110-1,-1
-1-1-1110001,-1
-11001-1-1-1-1,-1
-10100-11-11,1
-101-1-10110,-1
-1-11-1-1-110-1,-1
0-111-11-100,1
1-11-110010,-1
0-111-11-10-1,-1
01110-1001,-1
110-10-11-10,0
-10-1-1-111-1-1,-1
-1-11-110-110,-1
-1010-1-1110,-1
0-110-1011-1,-1
0110-101-11,-1
-1011-1-1-110,-1
-101-1-1-1-1-11,-1
-11010-1-1-11,-1
0-1-11010-11,-1
-10-11-11010,-1
-10-1-1-1-1011,0
-111100001,-1
-1-110-1-1011,-1
0-111-1100-1,-1
0110011-1-1,-1
11-10-110-1-1,-1
11-1-100110,1
01-1-10-1-111,-1
-1-11-10-11-1-1,0
-1-110-101-11,-1
10001110-1,-1
1010-10110,-1
-11-1-10-110-1,0
-1-11-11-10-10,0
-10-100111-1,-1
1-10-1-1-1-1-11,-1
010-1-1-1-111,-1
01101-1-1-1-1,-1
-11-1-1-10-1-1-1,-1
10-10-1101-1,-1
010-101-11-1,1
-1-1100-1-111,-1
101100-110,-1
-101-110011,-1
-110-1-1-110-1,0
01-1-1-111-10,-1
-10011-1101,-1
-1-1-1-1-1-1-101,-1
10-1-1-11-110,-1
01010-1-1-11,0
-1-1-1-1010-11,-1
-1110-1100-1,1
-10-11-10-111,-1
01100-111-1,1
01-10-1-1-11-1,1
-1-10011-1-11,-1
100-1-11-1-11,-1
1010-1-1110,-1
1001-1-1011,-1
1-11-1-1010-1,-1
10101-10-1-1,-1
1-1-11-10-1-10,0
110011-100,0
100-1-11-11-1,-1
11-110-10-10,1
-1-110-1-10-11,-1
-1-11-1-1-1-110,-1
-1010-11-11-1,-1
11-1-1-1-1-10-1,-1
101-11100-1,-1
-10-11-10-1-11,-1
00-11-1-1-11-1,-1
1-1-10-11-1-10,0
1-1-1-1010-11,-1
1010-1110-1,-1
101-1001-1-1,1
1-11-11-10-10,0
01-110-101-1,1
011-1-1-1100,-1
-1011-10-110,-1
101110-1-10,-1
0-1111-1-100,-1
-10011-11-10,1
-10100111-1,-1
-1-1100-111-1,0
-10-101101-1,0
-10010-111-1,-1
-1-110-1-1110,-1
1100-101-11,-1
0110-1-1-11-1,1
-111-1-100-11,-1
-1-11-1-11-100,1
-10-111-1100,-1
0-111-100-11,0
-1111001-10,-1
-1100101-11,-1
0-1100-111-1,1
1-1-1-10110-1,-1
1-11001010,-1
-110-1-11-10-1,0
010110-1-11,-1
0-11-11-1010,-1
-1-10-111100,-1
-1-11-10-1110,0
0-1-1-110110,-1
-1-1001110-1,0
-1-1-10-111-10,-1
0-1110-10-11,-1
0101-1-110-1,0
00-111-11-10,-1
1-1-1-1-1-101-1,-1
-1-1-101-1110,-1
0101-1-1-1-11,-1
-1111-10-100,-1
-101-11-101-1,0
-10-101011-1,-1
-111-1-1-10-10,1
1001-1-1-11-1,-1
010-10-111-1,-1
-1-101-1011-1,-1
-111001010,-1
010-1-11011,1
-110-1-1-11-10,0
-1-101101-1-1,0
10-11-100-11,-1
-101-1110-1-1,-1
1-1-11-10-101,-1
0-1011-1-1-11,-1
1-11-11-1-100,-1
-110-111-10-1,-1
0111-10-101,0
-111-1-1-1-100,-1
1-10-101-1-11,0
-1-1-1-1-11-1-1-1,-1
1010011-10,0
1-1-101-1100,-1
11-11-100-10,1
0-101-11-1-11,0
00-11-11-1-1-1,1
0101-11-101,-1
10100-1-11-1,0
-11-1-11100-1,-1
-10-111-1-101,-1
10-1-10011-1,-1
01-1-10110-1,0
0-1-11-1-1-1-11,-1
101-1-1100-1,1
01-1-110101,-1
1-10-111100,-1
0-11-1-10011,0
11010-1-110,1
101001-11-1,-1
-1-1110-1100,1
-1011-1-10-11,-1
1-1001-11-1-1,-1
-1-101-1-1-1-11,-1
1-1-1110-10-1,-1
00-111-10-11,0
-10-1011011,-1
-10-1-1-1-1-111,-1
-10-1-11-1-110,0
11-1-1-1-1010,-1
1-110-1-11-10,-1
010011-1-11,0
001-1-1-11-1-1,-1
-11-101-110-1,-1
0-110-1-1101,-1
1-1-11-1-1-100,-1
-1111000-1-1,-1
1-1001101-1,-1
011-1-1-10-1-1,1
-1100-111-10,0
-111-1-1-1001,-1
00-110111-1,1
1-1-1010-110,-1
-10-1110110,-1
1-10-10110-1,0
0-101-1011-1,1
1100-1-1101,-1
1-111010-10,0
-1-10-1-10-111,-1
-1101-1-1010,1
011-10101-1,1
-1-1-11-1-10-11,-1
-1-1-1-1-1-1-11-1,-1
-10111-1-1-10,-1
10-1-1-1110-1,-1
-1-10110101,-1
1100-1-1-1-1-1,0
-111-100110,1
-1-1-1-1-1-11-1-1,-1
-1001-11101,1
-111100-1-10,-1
10-11-10011,-1
11000-11-11,0
1-1-10-1-101-1,-1
010-1-111-10,-1
1-1-11-11-100,-1
010100-111,-1
1001-10-11-1,-1
-101001110,0
10-11-11-10-1,-1
10-10111-10,-1
110-1-1-101-1,-1
1-11-110-1-10,-1
01-10-11-110,1
0-11010-11-1,-1
-1-1-1-110110,-1
11-1-1001-1-1,-1
001011-1-1-1,-1
-1-11-111-100,-1
100-1-10-111,-1
0011-110-1-1,-1
0-1-111-110-1,-1
10-11-1-1-101,-1
011-100011,0
0-10-1-11-1-11,1
-11010011-1,-1
-11-1-110-101,-1
1-11-10-10-1-1,-1
001-110-11-1,-1
0101101-1-1,0
-11-11-110-10,1
1-100011-11,-1
-1-110-1-101-1,-1
11-10-10-110,1
100-1-1011-1,-1
0-11-1-11-110,-1
-110-1-1-1-11-1,-1
010-11-1-101,0
10-10011-1-1,0
010-1101-11,-1
11-1-10-1100,-1
1-10-10-1-111,-1
-110001110,0
-11-1100101,-1
-10-1-1-1101-1,-1
01-1-10-1-1-11,0
01-11-1-101-1,-1
0-110-11110,-1
-1-1-11-1-1-1-10,-1
-1-1-11-10110,-1
-10-1-1101-1-1,-1
10-1-11-101-1,-1
110101-10-1,-1
0111-10-10-1,0
01-1-11-1-1-1-1,-1
0-11-11-10-11,0
-1-10-11-11-10,0
1-1-1-1-1-11-10,-1
11-1-101001,-1
0-10-111-11-1,-1
11-10-11001,-1
-1001-1011-1,1
-1-1-1-101110,0
1-10-11-1010,-1
011-1-11-1-10,1
-11100-1-101,-1
-10-11-10011,0
-1-10-1011-11,-1
-110-1-1-1-110,1
10001011-1,-1
-1010-1101-1,0
0100-1111-1,-1
10-1-11-1100,-1
-1-111-100-1-1,0
-1-1-110-1-1-11,0
-10011-101-1,-1
01-111-1-100,-1
10-1-1-1-1-11-1,-1
-1011010-1-1,0
-1011-1-1-1-10,-1
-1110-11-100,-1
-1-1001-1011,-1
-110-101-110,1
-1001011-1-1,1
0-1-1-11-1-1-11,0
100-1-1-1011,-1
0-1-110-111-1,-1
01-1-1101-10,-1
-1100-1-1-111,-1
0-11-1-10-1-11,0
0101-1-11-10,1
-11-1-101-101,-1
00-111-11-1-1,-1
-100-111110,0
-1-10-1-11110,0
-1-1-11-1-11-10,-1
101-11-10-10,0
-1100-1101-1,1
0100-111-11,-1
-11-1-1-1-110-1,-1
011-1-1-1-110,-1
-10-1101-11-1,0
-11-110-1001,-1
-1-1-1-10-1-1-11,0
-1-1-10-1-1-111,-1
1-1-1-1-1-10-1-1,0
11-1-100101,-1
-1101-100-11,-1
0-11011-110,-1
-1-11-1-10110,-1
-1101001-11,-1
-1110-10-11-1,-1
-11-1-101-110,0
01-11-1-1-1-10,-1
-1-11-101100,1
10-1-10-111-1,-1
1-10100-1-11,-1
1-110-1-1-1-10,-1
01-1-110-1-1-1,-1
011011-1-10,-1
-10-111-10-1-1,-1
1000-1-11-11,-1
-11-10-1-1-1-1-1,-1
-10-101-11-1-1,-1
110-10-1-110,1
00-11-1101-1,-1
10-111-10-1-1,-1
1-1-1-11-1010,-1
-11-1-11010-1,-1
11000-1-11-1,1
11-100101-1,-1
-11-101-1-1-1-1,-1
011-10110-1,-1
0-11-10-11-11,-1
-101-10-11-11,-1
0011-1-1-110,-1
0-1-110-1011,0
0-1-1-110-11-1,-1
-1-10-111001,-1
0-1-1-1-11-11-1,-1
10-1-101-11-1,-1
-11100-11-1-1,-1
-1111-1000-1,0
10-101-11-1-1,-1
-1-100-11011,1
110-101-1-1-1,0
-11-1-1-11-10-1,-1
-1-1-10101-1-1,-1
1-110-10-101,-1
1001-10-1-11,-1
100-1-1-1-1-11,-1
1-1-10-1-110-1,-1
-1-101-1-1-101,-1
01-10111-10,-1
00-11-1-1-1-11,-1
0-110-1-1-11-1,1
101011-100,-1
10-1-1011-10,0
01-1001-11-1,1
1-11-1-10-110,-1
1-1-1-10-1-1-11,0
110001-110,0
100-11-11-1-1,-1
1-11-1001-1-1,-1
-111-1010-1-1,-1
1-11-101-100,1
-10101-1-1-1-1,-1
-1010-1110-1,-1
10-1-1-101-1-1,-1
-1010-101-11,-1
1-1-10-10-11-1,-1
-1-11-1-1-1-1-10,0
-1-11010-1-11,-1
-110-1-10-1-11,-1
00-1-101-111,-1
-101010011,-1
100-110-11-1,-1
-1-1-101-1-11-1,-1
10-1101010,0
-1-1-1101-10-1,1
-1001011-11,1
-1-111-1001-1,-1
0-1110011-1,-1
1-10110-10-1,-1
0-1-1-10-11-11,-1
-111-1100-1-1,-1
010-1011-1-1,0
-1-1-1010-11-1,-1
0-1-1-1-1-1-1-11,0
01011-1-10-1,-1
-110-1-11010,-1
00-11011-1-1,1
-1-1-1-11-1100,-1
-1-11-10-1-1-11,-1
1-1-101-1-110,-1
-11-10-10011,1
010-11-110-1,0
-1-1-10101-11,-1
0-111010-1-1,-1
0-1110-1-101,0
-10111-10-10,0
-11101-1-10-1,-1
011-1-1-11-10,-1
01-1-11100-1,1
-1-1-1-1-10-1-11,-1
1-111-10-10-1,-1
-11-11-1-1-100,-1
001110-101,-1
-1-1111-1-100,-1
0011-1-1110,-1
110-10-1101,-1
-111010-101,-1
010-11-11-10,-1
-1001101-11,-1
1-111-100-10,0
0-1-1110011,-1
0-11110-10-1,-1
-1-10011-110,-1
-111-1-1001-1,-1
-11-11-10-1-10,-1
1-1-10-1-1-110,0
1-101-1-1-110,-1
100-1-111-10,-1
010-1-1011-1,-1
-101-1-1-1-101,-1
001-1-1-11-11,-1
-10-11-1-11-1-1,-1
110-11-1-100,1
1-1-10-1-11-1-1,-1
1-1-1-110-10-1,-1
-111-10-1-101,-1
00-10111-1-1,-1
11010-1-1-1-1,-1
-11-1011-10-1,0
-110101-1-1-1,0
-11-11-100-1-1,-1
-10-1110-1-11,-1
01110010-1,0
00110-1-1-11,-1
0-1-11-110-1-1,-1
01-1101-101,-1
-10-1-1-1-1101,-1
-1-11101-100,1
-1-1-11-1-110-1,-1
1-10-101-101,1
-1-1110-10-1-1,0
11-1-1-10-1-10,-1
-1-10-11-1011,-1
-1-1-10-1101-1,-1
001100-111,-1
1-10-1-11001,-1
-11-10011-1-1,-1
1-1100-110-1,1
-11-10-10-1-11,-1
-1-1-1-11-1010,-1
-100011101,-1
0-11100101,0
-10-11-11-10-1,-1
0-1-1110-101,0
-1-11-11-1-10-1,-1
-1-11-1-110-10,1
10110-10-11,0
10-110-101-1,0
011-11-10-1-1,0
01-110-1-11-1,0
-1-11001-11-1,-1
001-1-111-1-1,-1
00110011-1,-1
0011-1-1-1-11,-1
-1101-1-1100,-1
-1100011-1-1,0
-10-1001-111,-1
100-11110-1,-1
-101-110-11-1,-1
-100-1-1-111-1,0
101-1011-10,0
-1-1-111-100-1,-1
-1-1-11-10101,-1
-1001-1-1011,1
110-1-1-1001,-1
-111-1-10-1-1-1,-1
10-11-11010,-1
00-11011-11,1
00-1-111101,-1
0011-101-1-1,-1
0011-1101-1,-1
0-111-110-1-1,-1
-10-1-1-11011,-1
100-1-1110-1,-1
0-101-11-110,1
-101-1-11-1-10,0
-1-10-1-1-1101,0
0-1-11101-10,-1
-110100-111,-1
1-1110-1-10-1,-1
-10-11-1-1-110,-1
-100-111-1-11,-1
-1-10-110-1-11,-1
-101-111-1-10,-1
-11-101-10-1-1,-1
-11-1-1-1-1-1-10,-1
10-1101-1-1-1,0
-1010-1-1-1-11,-1
-1110-101-1-1,-1
0-11-1-1-1110,-1
1-11-1-1-10-1-1,-1
-111001-1-10,-1
100-1011-11,-1
-10-11011-10,1
0-10011101,0
10101-1010,0
-1-111-1-100-1,-1
1-1-1-1-10-11-1,-1
-1-10101-101,1
1011-10001,-1
-10-111-1-1-1-1,-1
-1110-10-101,-1
11-1-10-1-10-1,-1
1-100-111-1-1,-1
101-1-10-101,-1
-10-1-1-111-10,0
-10-1-1-1-11-11,-1
-110-1011-1-1,0
-1-1-1-111100,-1
0101-111-10,-1
110001-1-11,0
1010-1-1101,-1
0-1-110011-1,-1
011-1-1-1001,0
1-11-101100,-1
-1-11-1100-11,-1
1-101-11-100,-1
00-11101-1-1,-1
0-10-1-11-11-1,1
-100011-1-11,-1
0-10110-111,-1
-1-100-11-11-1,-1
010-111001,-1
-110-1-11-1-10,0
-1-1-1010-1-11,-1
-1-1-1-1100-11,-1
0111-100-11,0
001-1-10-111,-1
00-1-111011,1
-11-101-1001,-1
1-10-111010,-1
01-10-1110-1,-1
-1110-110-10,1
-1-11-10-1-101,0
0-1-1-110-1-11,0
1-110-10-110,-1
010-1-101-11,-1
00-1110011,0
01-111-1100,-1
-11-1110-1-10,-1
00-1011-1-11,1
1-110-100-11,-1
1-10011-110,-1
-1110-1001-1,1
-10-11100-11,-1
101-1-101-10,-1
-11-10-11-110,-1
-1-110110-1-1,0
101-1-110-10,0
-1-11-1-101-1-1,-1
-10-11-1-110-1,-1
-1-1-111-1-1-10,-1
0-1-101-111-1,-1
1001-110-1-1,-1
-101100110,-1
-11-1100-1-11,-1
1-1-1-1-110-1-1,-1
01011-1-101,-1
01-10-101-11,-1
-1-10-11-1110,0
00110-11-1-1,1
11-100-1-110,0
1-1-1-1-1-1-1-10,0
-11-1-1-1-1-101,-1
-1-1-11-11-10-1,-1
-101110-10-1,-1
001-110-111,-1
1101-100-1-1,1
10-11-10-110,0
-11-1-1-1-1001,-1
0-11101-10-1,1
1-10-11-1100,0
-11100-10-11,1
-101011-1-1-1,-1
-1-1-11-10-1-1-1,0
-1-1011010-1,0
10-11100-1-1,-1
10110001-1,0
100110-11-1,-1
101-10-1-11-1,0
10-1-10-1-111,-1
1-11-100-1-11,0
-11010-11-1-1,-1
01-11-10101,0
11-10-11-1-10,-1
-1-1010110-1,0
1-1-11-1-1-10-1,-1
-1-101-1-11-1-1,-1
-111010-1-1-1,-1
-1-1-1-10-1101,0
1010011-1-1,0
-111-10-1100,-1
1-1-101-101-1,-1
-10101-10-11,-1
1-1-1110010,0
-11-1-10110-1,-1
-10011-1-1-1-1,-1
-110100-11-1,1
-1-1-1-11-10-11,-1
-1-1-1-11100-1,-1
011-11100-1,1
1-10-101-110,0
-1001-11110,-1
010-11-1-1-1-1,-1
0-1-110101-1,1
-11-10-111-10,-1
01-11-11100,-1
-11-1-100-11-1,1
0-10-11-1-1-11,0
-101100011,0
-1-11-1-1-10-1-1,0
1011-1-1-10-1,-1
11-1-1-11-100,-1
-101010-1-11,-1
0-1010-1-111,1
-11-1-1-1-10-11,-1
-10-110-111-1,-1
10-10-1011-1,-1
0100-1-11-11,-1
-10-1-11-1-11-1,0
-110-1-110-1-1,-1
11-1-10-10-11,-1
-100101-11-1,1
11-1-10001-1,1
1-110-1-10-11,-1
-11-10-10-11-1,-1
-1011100-1-1,0
1-1-10-1-10-11,-1
-11001-110-1,0
-1-1-1-1-1-1101,-1
01-1-101-1-1-1,1
-11-10110-1-1,-1
-1111-10-10-1,-1
1-1-1-11-1100,-1
0-1100-1-111,1
001-10-1-111,-1
-10-1-110011,-1
-10-1-11-1-101,-1
-11-1-110001,-1
1010-1-11-10,-1
1-10-11010-1,-1
-1100110-11,-1
00-111-1-11-1,-1
1-1-1100-101,-1
0-1-1101-11-1,1
0-1011-1-101,0
0-1-1-110-111,-1
-1-10-1-1101-1,1
-1-1-1110-10-1,0
101-1001-11,1
-10-1-111001,-1
10-10-10-111,-1
10101001-1,-1
-1-1-1100101,0
-1011-1-110-1,-1
-10-1-1-10-111,-1
0-1-111-1-10-1,-1
010-1-1-11-1-1,0
00110-1011,-1
110-101100,-1
-1-1-10-1-11-11,-1
-10-1110-110,0
-11001-11-1-1,-1
10-101101-1,-1
10-11010-11,1
11-1-10-101-1,-1
01-1-1-1-1-11-1,-1
-1010011-1-1,0
11-10-1-10-1-1,-1
010-10111-1,-1
-1110-1-1-10-1,-1
-10101-101-1,0
-11-1-1-1-1-10-1,0
0-11-101-1-1-1,-1
011-1-1001-1,0
-10110-1-110,0
001-1-111-10,-1
10101-101-1,-1
110-1-1-1-1-10,1
1-1-1-101-1-10,0
0-1-11-111-10,-1
1-10-11100-1,-1
0-1-1-11-11-10,-1
-101-11-1-101,-1
-1-1-1-1-1-10-11,0
1010-1-1-110,0
1-1100-11-10,0
0-1-1001-111,-1
110-100101,-1
-1001-1-11-1-1,-1
0-101-1-11-11,0
-101-1011-10,1
-111-1-1-100-1,0
1-111-10010,-1
1-10-10-11-11,-1
-1-11100110,-1
0-110-11-110,1
1-1-1001-101,0
-1-1-11010-11,-1
100-111-10-1,-1
0-1-11-101-11,-1
0110-1-1-1-11,-1
01-1-11-1-101,0
0-1-1-111-10-1,-1
1-111-1-1-100,-1
-1110-110-1-1,-1
01010-1-111,-1
00-1-1-1-111-1,-1
-110-1-11100,-1
-110-10-1101,0
011-10-1-101,-1
1010-1101-1,-1
10-1001110,0
0100-1-111-1,-1
-11110100-1,-1
-100-11101-1,-1
1100-1-11-10,0
0-1-1-1-1110-1,-1
10-11-1-1-1-10,-1
-11010-1-11-1,1
1-10-11-110-1,-1
11-10-1001-1,-1
01110-1-101,-1
0-110-1-1-111,-1
001-11-1-101,-1
100110-1-1-1,-1
01-10-11-1-11,-1
1-1-1-10011-1,-1
-11-100-11-11,-1
-11-110010-1,-1
11-110-1001,-1
-10110-101-1,0
1001-11-101,-1
-10-101-1-111,-1
0-10-101-111,1
110-11-1-1-10,0
-1-1-10-1011-1,-1
0-1110-101-1,0
10-11010-1-1,1
110-10011-1,1
01100-1-11-1,1
10-1100-1-11,0
1-1-1110-1-10,0
-111-101-1-10,-1
-1010-11110,-1
11001-1-1-10,0
-10-110-1-111,-1
1-101-1-10-1-1,1
-101-110-1-11,-1
00-1-11011-1,-1
-110100-1-11,-1
-1-11-1001-1-1,0
11-100-1110,0
10110-1-1-1-1,0
01-101-11-10,-1
1-11-100101,1
1-1-1-110100,-1
1010-111-10,-1
01-11-1-1010,-1
10-10-1-1101,-1
1-11-110-10-1,-1
00-1101-111,-1
00-101-1-111,1
-100-1-11-11-1,-1
01-1-11-1-10-1,0
110-1-11-10-1,0
0-1-11-1-11-1-1,0
-10111-1-100,-1
-10-1-10-11-11,-1
10-1011-1-10,0
01-11100-11,-1
-1-11101100,1
01-1001-111,-1
101-1110-10,0
-1110-10-110,-1
1-1-1101001,1
-11101-1-1-10,-1
-1111-10-1-10,-1
01001-11-11,-1
-1011-10101,-1
-1-10-110-111,-1
-1-10-11-1-11-1,-1
10-1011-110,0
1100-101-1-1,1
-1-10001-111,-1
1-110-11010,-1
1100-10-1-11,-1
0-11100-11-1,0
1011-100-11,-1
-11-1-1-110-10,1
1-1-1-1-100-11,-1
-1-1110-1001,-1
-1-10-1-11101,0
1100101-1-1,-1
1-10-1-1-110-1,-1
101-1-1-1-1-1-1,-1
-11-1-10-101-1,1
-11-11-10-10-1,0
00-111-1110,-1
10-1011010,0
1-11-10-10-11,-1
11-110-1-100,-1
-110110-1-1-1,-1
0-1111-100-1,0
1-1-11100-10,1
0-11-11100-1,1
1-110-10-1-11,-1
-10-101-1101,-1
-100-1-1-11-11,-1
-11-1010-1-1-1,-1
1-1-1-1101-10,-1
-10110-1-11-1,-1
1100-11001,-1
1011-1100-1,1
0101-11-10-1,-1
-1-1-1-1-10011,0
1-10-11-1-1-1-1,-1
01-101-1101,-1
0-100-11-111,1
0-1111-10-1-1,-1
-10-110-1-1-11,1
-1-10-101101,0
0-111-101-1-1,-1
-1-1-1110-101,-1
-11-1-101-10-1,0
1-1-10011-1-1,0
-111-100-1-11,0
110-10-1-1-11,0
1-1-10-1011-1,-1
-10-1-111-110,-1
-10-1-110-1-11,-1
1-10-10-1101,0
1-100-11-101,-1
1-1-10-111-10,-1
-1101-10-1-1-1,-1
-1-11100-110,-1
-1-111-10-101,-1
10101100-1,-1
-11-10110-10,1
1-1110-1001,-1
01010-1-11-1,1
0-11-110-11-1,-1
001-1-1110-1,-1
-101-1-1-11-10,-1
100-1111-10,-1
00-1-1-11110,1
0101-1-1110,1
1-1-1-1011-10,-1
001011-11-1,-1
0-101-1-1110,1
-10-1-1-11-1-11,-1
110-11010-1,-1
0-1-1-1-11011,1
0-11-1-1101-1,-1
0100-1-1-111,-1
0-11-10101-1,1
1-110-10-11-1,-1
01-1100-111,-1
-1-11-110-101,-1
110-110-1-1-1,-1
-1-1-11-110-10,1
-110101-110,1
0101-10011,-1
0-11-1-1-10-11,0
-11-100-1101,0
0-1-11-101-1-1,0
0-1-11-11-1-10,-1
01-10-11-1-1-1,-1
100101-1-1-1,1
01010-11-1-1,0
01100110-1,-1
0110-10110,-1
-111-101010,-1
011-1-10011,0
1-1-1101-100,1
-11-11-101-10,-1
1-1100110-1,-1
101001-110,0
-110011001,-1
11-11-10-1-10,-1
1-100-1-1-111,-1
1-11-10-1-10-1,-1
1-11-1-1-1001,-1
01-1001-1-11,-1
-1-111000-11,0
10-11-10-11-1,-1
1-1-11-100-1-1,0
-11011-1-100,1
-1-111-1-10-10,0
011110-10-1,-1
-111110-100,-1
-11-1-110-1-1-1,-1
100-1-1-1101,-1
01-1-1-11-10-1,-1
-1-101100-11,-1
-11110010-1,-1
01110-101-1,0
-11-10-11100,-1
-1-10-10111-1,-1
-1-10-111-1-10,-1
1-1-1100-11-1,-1
-1-1-10110-1-1,0
-1-1-1-1-11-101,-1
-101-1-1-10-11,-1
1000-1-111-1,-1
101-1-1-11-10,-1
01111-1-100,-1
110-1-1-10-1-1,1
11-1-11-100-1,-1
-11-10-1-1-1-11,-1
-101-1-101-1-1,-1
0110-10101,-1
01-1-111001,-1
10110-1010,0
10-1-111-10-1,-1
0-1-1101-1-1-1,1
-1-10-11-1101,-1
